"topic","term","beta"
4,"collusion",2.03790341656955e-06
5,"collusion",8.41043769593595e-07
6,"collusion",4.8205910779357e-07
7,"collusion",2.51905105955764e-06
8,"collusion",3.6132810261278e-05
9,"collusion",7.45305882208484e-08
10,"collusion",3.42977043970361e-06
11,"collusion",2.67942352223423e-08
12,"collusion",1.54555103079225e-07
13,"collusion",2.24651749677733e-07
14,"collusion",2.00341095100506e-07
15,"collusion",5.97228423356179e-07
16,"collusion",1.15802457895512e-07
17,"collusion",9.6358215425939e-08
18,"collusion",2.17645227491053e-07
19,"collusion",0.00462162477348017
20,"collusion",2.60186135922717e-07
21,"collusion",1.5339234491041e-06
22,"collusion",1.36600641294733e-07
23,"collusion",1.98067915110526e-06
24,"collusion",5.49281195423615e-07
25,"collusion",2.75217826838886e-09
26,"collusion",1.66453121245522e-09
27,"collusion",8.8501969009487e-07
28,"collusion",1.26109384196331e-07
29,"collusion",1.29840535595149e-07
30,"collusion",1.52140176522055e-06
1,"comey",2.72306883808841e-10
2,"comey",1.00882760616905e-09
3,"comey",4.15870305260083e-09
4,"comey",1.38158181699885e-09
5,"comey",3.461499948699e-10
6,"comey",2.11719585500301e-09
7,"comey",1.18636068964472e-09
8,"comey",9.13806990473453e-10
9,"comey",1.26158939821478e-09
10,"comey",2.11162234895871e-09
11,"comey",2.71365694110574e-10
12,"comey",1.79890928811654e-10
13,"comey",1.55043816432199e-09
14,"comey",1.23999401342968e-09
15,"comey",5.70132225706983e-11
16,"comey",5.42747248927267e-10
17,"comey",0.0343370709332892
18,"comey",1.12053813716948e-09
19,"comey",2.53800652462106e-09
20,"comey",4.36669893900539e-11
21,"comey",7.94000555172708e-10
22,"comey",1.91046964516746e-09
23,"comey",4.12467333072632e-09
24,"comey",9.5027621746265e-10
25,"comey",7.5844709395515e-11
26,"comey",2.17446254565826e-09
27,"comey",1.54340363647964e-09
28,"comey",6.25596568576944e-10
29,"comey",1.826084911582e-09
30,"comey",2.50899303125757e-09
1,"comment",2.70968756535875e-07
2,"comment",3.14522210358453e-06
3,"comment",1.10142013892181e-05
4,"comment",1.4320427144283e-06
5,"comment",1.79919931425752e-06
6,"comment",5.90990277518838e-06
7,"comment",3.53041759672447e-07
8,"comment",8.31623355985237e-06
9,"comment",5.73158272802628e-06
10,"comment",1.54717644948786e-06
11,"comment",0.00105330316881434
12,"comment",6.54813785740689e-06
13,"comment",5.19476588467685e-06
14,"comment",8.40494407767726e-07
15,"comment",1.13221318949568e-06
16,"comment",4.05146447469202e-05
17,"comment",3.00584296867303e-06
18,"comment",6.84982877260351e-07
19,"comment",1.87494833268323e-06
20,"comment",7.70867639509484e-06
21,"comment",1.70137361820474e-07
22,"comment",1.81812911774157e-06
23,"comment",2.32893132289064e-05
24,"comment",2.84747680992504e-06
25,"comment",1.66408931778934e-06
26,"comment",4.38614670227669e-07
27,"comment",4.73042017511545e-07
28,"comment",5.72635761441198e-06
29,"comment",2.11419992314015e-06
30,"comment",0.0119692330501535
1,"committee",0.00091400314934998
2,"committee",0.0011822055580598
3,"committee",0.00114118113701999
4,"committee",0.00105721141828662
5,"committee",0.000108090103181468
6,"committee",0.0350332111773578
7,"committee",0.00253367264010041
8,"committee",0.00453959286246138
9,"committee",0.000723021803936429
10,"committee",0.000515381650348018
11,"committee",0.000175247970664969
12,"committee",0.000106969154530987
13,"committee",1.34011195339097e-05
14,"committee",0.0124533175495026
15,"committee",2.92029900076559e-05
16,"committee",6.39968338739174e-05
17,"committee",0.000355798111101015
18,"committee",0.00220657574019488
19,"committee",0.000143411058189407
20,"committee",0.00122724624224888
21,"committee",0.00188978608566881
22,"committee",0.000550800686407828
23,"committee",0.00195366668919417
24,"committee",0.000577024723715857
25,"committee",0.00035766387967283
26,"committee",1.06551181373949e-05
27,"committee",0.00424420874408042
28,"committee",0.00012980749590489
29,"committee",0.000755231075428315
30,"committee",0.00312580825775403
1,"common",2.0200577924233e-13
2,"common",1.93842275952441e-12
3,"common",7.61087917507007e-13
4,"common",1.58746591483832e-14
5,"common",0.00470223168044736
6,"common",6.04111934754705e-13
7,"common",6.87601566489916e-13
8,"common",6.86430731063684e-13
9,"common",4.61059836778252e-13
10,"common",4.55017830738165e-12
11,"common",3.87385082896252e-13
12,"common",2.60883474625582e-12
13,"common",3.33579845063865e-13
14,"common",1.10128895706448e-12
15,"common",2.79557710403879e-14
16,"common",1.51689547395454e-13
17,"common",2.12910084964402e-12
18,"common",1.15978202047087e-13
19,"common",6.30559945430207e-14
20,"common",3.41568846254981e-13
21,"common",2.55546163084338e-12
22,"common",1.13206653870702e-11
23,"common",3.29608318643452e-13
24,"common",8.06597324212094e-13
25,"common",3.28764165655363e-15
26,"common",1.42877605867071e-12
27,"common",5.6226589255729e-13
28,"common",8.85957658326873e-12
29,"common",2.92134976200098e-12
30,"common",1.47082115201073e-12
1,"community",7.85208383420655e-09
2,"community",5.21356136865619e-07
3,"community",3.02651028069424e-07
4,"community",3.25860345425562e-07
5,"community",6.40981960874336e-07
6,"community",6.38873935312518e-07
7,"community",2.20708879470027e-06
8,"community",2.936930764447e-06
9,"community",2.24351047071777e-07
10,"community",7.13924913099044e-07
11,"community",5.15732923878751e-07
12,"community",1.26743672008909e-07
13,"community",4.79723556541331e-08
14,"community",2.18340858854883e-07
15,"community",6.7873776966268e-08
16,"community",2.011238744416e-07
17,"community",2.20811193470425e-07
18,"community",9.75802185837463e-08
19,"community",7.41339860260007e-08
20,"community",1.73121119357543e-08
21,"community",2.85360979088792e-07
22,"community",5.45167321485278e-07
23,"community",1.25186194523458e-06
24,"community",6.29280557617822e-07
25,"community",4.18828631085414e-09
26,"community",5.25415335319382e-08
27,"community",0.0246232640096587
28,"community",2.92286622119066e-07
29,"community",3.60711332049369e-07
30,"community",1.46844881807876e-06
1,"company",2.72452578952322e-09
2,"company",4.79409871826449e-09
3,"company",3.71481738507303e-09
4,"company",1.78037815550672e-07
5,"company",7.60117598025791e-09
6,"company",2.72398304142431e-09
7,"company",4.07941042220262e-10
8,"company",9.24986609116808e-09
9,"company",2.04835487564323e-09
10,"company",2.15137903678571e-08
11,"company",1.32806006128279e-08
12,"company",1.77485341204647e-08
13,"company",1.78719583470063e-08
14,"company",3.61384764914447e-10
15,"company",8.02184852588535e-09
16,"company",8.09248182870949e-09
17,"company",1.01607223899666e-09
18,"company",6.05303511287118e-09
19,"company",1.02445816945102e-08
20,"company",7.4802493093974e-10
21,"company",1.20799995619754e-08
22,"company",9.21874989915179e-10
