"topic","term","beta"
9,"map",3.81661774557302e-05
10,"map",0.000223212916804577
11,"map",1.32183141401272e-05
12,"map",1.5605383622561e-06
13,"map",2.6655237115495e-05
14,"map",3.17079873481726e-05
15,"map",1.07526599635933e-05
16,"map",0.000101117856967548
17,"map",8.03618451819827e-05
18,"map",5.41385934440387e-05
19,"map",0.000204339629448355
20,"map",4.7646243009804e-06
21,"map",1.51080505664335e-05
22,"map",0.000699043174664513
23,"map",3.81277480167039e-07
24,"map",1.64699847274119e-05
25,"map",1.4041323129843e-07
26,"map",1.16157357556478e-05
27,"map",9.024885408265e-07
28,"map",6.26998310375779e-07
29,"map",1.19764107908167e-05
30,"map",7.54727904829295e-07
1,"marc",4.14985034301503e-10
2,"marc",5.36214112217514e-11
3,"marc",1.87018033645943e-09
4,"marc",2.58141509630292e-09
5,"marc",2.99424657563591e-09
6,"marc",1.30737574223895e-09
7,"marc",9.84397715668263e-10
8,"marc",2.41041311152603e-11
9,"marc",2.96110154168045e-11
10,"marc",7.58212663224905e-10
11,"marc",1.25536419570834e-09
12,"marc",1.97883492257376e-10
13,"marc",6.73375509996893e-11
14,"marc",2.46440318850718e-09
15,"marc",4.57651537865025e-09
16,"marc",4.26681003916592e-10
17,"marc",5.80112864219211e-10
18,"marc",0.00168757877541991
19,"marc",1.08498689593085e-10
20,"marc",7.69975712590303e-10
21,"marc",1.65213628298955e-09
22,"marc",9.42197075190589e-10
23,"marc",1.69492229010539e-09
24,"marc",1.07550744906973e-09
25,"marc",3.78430629058619e-13
26,"marc",2.86510803746238e-09
27,"marc",1.74536395563845e-10
28,"marc",1.05790635166383e-09
29,"marc",1.51096073612036e-08
30,"marc",3.52016746400367e-09
1,"marco",5.45364918811733e-05
2,"marco",0.00309438887778154
3,"marco",0.000213245368723749
4,"marco",2.82681567776849e-05
5,"marco",4.53360355230352e-05
6,"marco",6.04176253113537e-05
7,"marco",0.000105674787498786
8,"marco",4.88723213073422e-05
9,"marco",0.0174819194012232
10,"marco",5.09924618552852e-05
11,"marco",2.16994049957332e-05
12,"marco",2.97058631061403e-06
13,"marco",3.41664271096076e-05
14,"marco",2.21032640618376e-06
15,"marco",0.000477786350630595
16,"marco",0.000372083959375502
17,"marco",4.59247108573866e-06
18,"marco",3.73936724930441e-05
19,"marco",3.3050143698057e-05
20,"marco",0.000381003059585216
21,"marco",0.000910323274007949
22,"marco",0.000114146419865705
23,"marco",5.67588472263549e-06
24,"marco",2.03529183962892e-05
25,"marco",1.78240907288641e-06
26,"marco",9.74706741071869e-05
27,"marco",4.56734378896278e-05
28,"marco",9.67113111309396e-06
29,"marco",0.00010231807641415
30,"marco",0.000100449063664184
1,"mark",0.000416763995614361
2,"mark",6.64286293453549e-05
3,"mark",1.75722657126486e-05
4,"mark",0.000113319723072602
5,"mark",1.62532650278708e-05
6,"mark",0.00625562230194664
7,"mark",0.000165851359608295
8,"mark",6.52673185647077e-05
9,"mark",1.06018149680035e-05
10,"mark",0.000166535257001255
11,"mark",3.20595125479341e-05
12,"mark",1.45962350068758e-05
13,"mark",8.40543632394668e-06
14,"mark",0.000129286701871452
15,"mark",3.55867295094821e-06
16,"mark",0.000234786932908339
17,"mark",4.65089566097515e-05
18,"mark",0.000518967503490693
19,"mark",5.78564038289812e-05
20,"mark",5.3310657251182e-07
21,"mark",9.20138896754327e-05
22,"mark",1.54951962991641e-05
23,"mark",4.95593864975288e-05
24,"mark",5.39497415634807e-05
25,"mark",2.90968639098098e-05
26,"mark",2.23600010772694e-05
27,"mark",0.000185812763545176
28,"mark",9.74923204824007e-05
29,"mark",0.000117224255764056
30,"mark",0.00041077821359716
1,"market",2.64138403794728e-10
2,"market",1.25108342516626e-09
3,"market",2.0857332201416e-10
4,"market",4.29179959771372e-09
5,"market",2.55184229631252e-09
6,"market",3.01318639301956e-09
7,"market",3.47689398961126e-09
8,"market",6.87620978851199e-10
9,"market",7.28605306785775e-09
10,"market",2.04091773347546e-11
11,"market",4.7206139761127e-11
12,"market",7.11877851096669e-09
13,"market",8.59644555378281e-10
14,"market",2.29375734783769e-09
15,"market",4.65269692488492e-10
16,"market",4.78278168577032e-10
17,"market",2.34051650226749e-09
18,"market",1.86222195208065e-09
19,"market",0.0113658664090466
20,"market",8.50768134225156e-11
21,"market",1.65617272094657e-09
22,"market",8.16300031580055e-10
23,"market",5.17693310298533e-11
24,"market",1.00596808771789e-09
25,"market",1.04798703995597e-11
26,"market",2.52627882927513e-11
27,"market",7.2011646666997e-10
28,"market",8.03769024265106e-10
29,"market",1.06878371822969e-09
30,"market",4.90663240386563e-09
1,"marriage",5.27806174607531e-15
2,"marriage",6.2329013510036e-14
3,"marriage",1.22165351265893e-14
4,"marriage",6.91713864428808e-14
5,"marriage",1.93744829309019e-14
6,"marriage",2.19262267067119e-13
7,"marriage",6.07293744011863e-14
8,"marriage",1.12346297143274e-14
9,"marriage",1.50946585700296e-13
10,"marriage",5.0966087148915e-14
11,"marriage",1.84842664054714e-14
12,"marriage",6.74031955948316e-14
13,"marriage",6.19320383739857e-14
14,"marriage",1.71495934812408e-13
15,"marriage",4.77245068065301e-14
16,"marriage",1.34084441557581e-14
17,"marriage",9.86169454142049e-16
18,"marriage",5.13234818566201e-14
19,"marriage",2.03102150617626e-13
20,"marriage",1.36934018716331e-13
21,"marriage",2.89872464671823e-13
22,"marriage",0.0185323447905892
23,"marriage",2.07823762303479e-13
24,"marriage",3.66056773569743e-15
25,"marriage",3.31502290879119e-15
26,"marriage",2.47727625676745e-14
27,"marriage",7.61264577304228e-14
28,"marriage",2.20464556460791e-13
29,"marriage",8.09157172919452e-14
30,"marriage",1.23874959058353e-13
1,"martin",4.28065391166954e-07
2,"martin",4.03076004026281e-05
3,"martin",4.57030734696394e-06
4,"martin",5.96377859065821e-05
5,"martin",2.19538310971008e-06
6,"martin",8.3798046210008e-07
7,"martin",0.00133990668468438
8,"martin",1.2830280920976e-06
9,"martin",8.39041980058796e-06
10,"martin",8.91678073387007e-06
11,"martin",3.81548279882379e-08
12,"martin",5.05933948782449e-06
13,"martin",4.24908690779833e-06
14,"martin",3.26510506746898e-05
15,"martin",7.92962150236889e-06
16,"martin",4.07121327469363e-07
17,"martin",4.57815987670985e-05
18,"martin",1.54831240232525e-05
19,"martin",2.8911628949381e-06
20,"martin",2.89640744658802e-05
21,"martin",8.9620425771773e-05
22,"martin",5.40769918855295e-06
23,"martin",1.06031253242837e-05
24,"martin",7.31095536350379e-08
25,"martin",4.337695087119e-08
26,"martin",6.49264320209546e-07
27,"martin",0.00426503052606805
28,"martin",3.068190443451e-06
29,"martin",7.64354466688333e-05
30,"martin",3.756975741532e-06
1,"matter",6.81537765385542e-10
2,"matter",2.87100440531289e-08
3,"matter",2.33716764743136e-08
4,"matter",1.42465881419172e-08
5,"matter",4.00792552362816e-09
6,"matter",3.44411653529707e-08
7,"matter",4.666264742555e-10
8,"matter",1.03957736162573e-08
9,"matter",1.87013307286666e-09
10,"matter",6.21432684444876e-09
11,"matter",1.67813576527267e-09
12,"matter",1.14040190154487e-08
13,"matter",6.60621584953869e-09
14,"matter",4.94790400443236e-09
15,"matter",3.71864442144153e-09
16,"matter",1.71989493984114e-08
17,"matter",0.00125183092887516
18,"matter",2.52919242543564e-08
19,"matter",1.23970615281571e-08
20,"matter",6.91033912338745e-08
21,"matter",1.83479876098353e-08
22,"matter",1.10647562606039e-08
23,"matter",1.47415593041247e-08
24,"matter",1.24776763571858e-08
25,"matter",3.09710114619753e-11
26,"matter",1.61200456861161e-09
27,"matter",0.0122446825995469
28,"matter",1.00447568546333e-08
29,"matter",3.31196922975398e-07
30,"matter",1.54634638144999e-08
1,"mayor",8.08553365612077e-06
2,"mayor",9.18476837847496e-05
3,"mayor",2.64013638140762e-06
4,"mayor",1.21177083880222e-06
5,"mayor",6.76423633078673e-06
6,"mayor",1.18429099613519e-05
7,"mayor",0.000225449437541562
8,"mayor",1.57148302250224e-05
9,"mayor",5.4485514729309e-05
10,"mayor",0.000169832158497605
11,"mayor",1.82334795133036e-05
12,"mayor",1.01575108258229e-06
13,"mayor",1.4544327652948e-05
14,"mayor",0.000277467215730125
15,"mayor",2.14309509478406e-05
16,"mayor",6.80479856073164e-06
17,"mayor",1.57423211341255e-05
18,"mayor",6.55132690500679e-06
19,"mayor",8.69079995254715e-05
20,"mayor",1.60634205439527e-05
21,"mayor",5.71360972665885e-05
22,"mayor",1.49667622004406e-05
23,"mayor",1.4045604638417e-05
24,"mayor",4.05155022179929e-06
25,"mayor",2.47676117849867e-05
26,"mayor",0.0112647404545082
27,"mayor",0.00916074518258785
28,"mayor",1.3973379160941e-06
29,"mayor",4.27531241689556e-05
30,"mayor",2.64733318479745e-06
1,"mccain",0.000470398460262642
2,"mccain",1.43734057071068e-05
3,"mccain",3.27136713365686e-06
4,"mccain",1.96547586529524e-05
5,"mccain",2.16151445488918e-07
6,"mccain",1.71639384405581e-05
7,"mccain",3.66954506169852e-05
8,"mccain",4.57569184922731e-05
9,"mccain",7.84797345742595e-06
10,"mccain",9.90076016494448e-05
11,"mccain",0.000107371915786497
12,"mccain",3.44895917278545e-05
13,"mccain",7.89219866258977e-07
14,"mccain",0.000112904784115435
15,"mccain",0.00016474835412975
16,"mccain",0.00231147793014333
17,"mccain",3.02787813565582e-05
18,"mccain",1.95066702815535e-05
19,"mccain",7.59937182826059e-05
20,"mccain",8.87269260159759e-05
21,"mccain",3.49169272948397e-05
22,"mccain",4.90171657569257e-05
23,"mccain",3.8920802266923e-05
24,"mccain",2.02920880833957e-06
25,"mccain",4.87995322478373e-05
26,"mccain",6.84045236779742e-07
27,"mccain",8.26931386844122e-07
28,"mccain",5.98338900264228e-06
29,"mccain",8.59836604107188e-05
30,"mccain",0.0142671225689902
1,"mccarthy",2.78320502200071e-05
2,"mccarthy",0.000237107110763297
3,"mccarthy",0.000290553186006559
4,"mccarthy",1.57240976293753e-05
5,"mccarthy",2.22418948705431e-05
6,"mccarthy",0.000188513581561397
7,"mccarthy",8.74867327177238e-06
8,"mccarthy",0.000120990547142104
9,"mccarthy",1.33800069861781e-05
10,"mccarthy",0.000534688204896284
11,"mccarthy",9.65271087294913e-07
12,"mccarthy",8.57381371763913e-05
13,"mccarthy",0.00384103864760725
14,"mccarthy",3.27960721541614e-05
15,"mccarthy",1.03942740569595e-05
16,"mccarthy",1.19555114264546e-05
17,"mccarthy",3.84690589278196e-05
18,"mccarthy",3.27183058266361e-05
19,"mccarthy",9.93287884023259e-05
20,"mccarthy",0.000103167634093961
21,"mccarthy",1.35324499626994e-05
22,"mccarthy",3.27451613060172e-05
23,"mccarthy",3.83493217755893e-05
24,"mccarthy",0.000102467035723187
25,"mccarthy",1.85147117828033e-06
26,"mccarthy",1.30482153331324e-05
27,"mccarthy",5.1007919083376e-05
28,"mccarthy",4.34531361707162e-06
29,"mccarthy",4.40272899787663e-05
30,"mccarthy",1.26340415010651e-05
1,"mccaskill",4.88027389581294e-06
2,"mccaskill",5.94230077214314e-06
3,"mccaskill",1.60475791793229e-07
4,"mccaskill",1.0517817939743e-06
5,"mccaskill",5.68435475804152e-06
6,"mccaskill",2.11060281439961e-07
7,"mccaskill",1.37909319831568e-06
8,"mccaskill",3.79565214798293e-07
9,"mccaskill",1.21375829733881e-06
10,"mccaskill",5.1012566441401e-05
11,"mccaskill",1.23799637133491e-05
12,"mccaskill",1.07153856401562e-06
13,"mccaskill",4.31561009575563e-06
14,"mccaskill",6.74459672645776e-07
15,"mccaskill",3.15674655613096e-06
16,"mccaskill",9.05273567442897e-07
17,"mccaskill",3.2194857139375e-07
18,"mccaskill",8.9344579616816e-06
19,"mccaskill",3.24912698837251e-07
20,"mccaskill",9.82051998356032e-08
21,"mccaskill",6.6755668240265e-06
22,"mccaskill",1.19013296087909e-06
23,"mccaskill",5.06378796643311e-07
24,"mccaskill",1.02084266716225e-07
25,"mccaskill",0.00213498063783663
26,"mccaskill",5.08029775319445e-08
27,"mccaskill",4.13331522185583e-06
28,"mccaskill",6.96035951460609e-08
29,"mccaskill",2.592022865995e-07
30,"mccaskill",1.59044462567556e-07
1,"mcconnell",2.72455053288858e-10
2,"mcconnell",4.60738594670801e-10
3,"mcconnell",1.17653511040164e-10
4,"mcconnell",7.74253279628886e-11
5,"mcconnell",3.88965282817505e-11
6,"mcconnell",1.67943520997767e-11
7,"mcconnell",7.25282273914873e-12
8,"mcconnell",2.42740616767161e-10
9,"mcconnell",4.64184502242251e-11
10,"mcconnell",3.26836573692356e-11
11,"mcconnell",1.07826068373305e-10
12,"mcconnell",2.33390161702193e-09
13,"mcconnell",6.08377171995852e-09
14,"mcconnell",3.32644069276157e-10
15,"mcconnell",6.96295747889353e-11
16,"mcconnell",5.26431198906761e-11
17,"mcconnell",1.02561755050858e-10
18,"mcconnell",8.85703003827052e-11
19,"mcconnell",1.09143666325299e-11
20,"mcconnell",9.17814762912679e-12
21,"mcconnell",1.66702441756657e-11
22,"mcconnell",0.0104454922565537
23,"mcconnell",4.12973244062973e-11
24,"mcconnell",4.42887308806789e-11
25,"mcconnell",9.85305809137398e-11
26,"mcconnell",8.95924246621616e-13
27,"mcconnell",5.58609147952841e-12
28,"mcconnell",5.73134399344011e-11
29,"mcconnell",2.0183921870048e-11
30,"mcconnell",2.74660597665082e-10
1,"mccrory",1.27377404368001e-07
2,"mccrory",3.24352168838754e-06
3,"mccrory",9.37357852347833e-07
4,"mccrory",4.44217586909898e-06
5,"mccrory",3.58658757619402e-07
6,"mccrory",5.32367265008363e-07
7,"mccrory",1.72743140002853e-07
8,"mccrory",2.29878323050617e-07
9,"mccrory",3.76016195884724e-07
10,"mccrory",3.63640701101835e-07
11,"mccrory",3.03465601732235e-08
12,"mccrory",2.42702787710855e-07
13,"mccrory",2.24508943900127e-08
14,"mccrory",2.69755430742819e-06
15,"mccrory",4.44265055052945e-07
16,"mccrory",5.30890113337008e-07
17,"mccrory",5.8058273787797e-07
18,"mccrory",1.65347400618496e-07
19,"mccrory",1.35244231461133e-07
20,"mccrory",0.0100996980642638
21,"mccrory",4.56978322461464e-07
22,"mccrory",7.09901398157258e-08
23,"mccrory",8.14441007030155e-07
24,"mccrory",1.32194728842951e-06
25,"mccrory",6.07097558118368e-09
26,"mccrory",5.03430939676604e-07
27,"mccrory",4.69735044721904e-07
28,"mccrory",1.02517361803111e-06
29,"mccrory",2.11550571122003e-07
30,"mccrory",3.70867300310894e-07
1,"mcmaster",2.58743420319687e-07
2,"mcmaster",1.027233446599e-05
3,"mcmaster",2.71319301856918e-06
4,"mcmaster",2.45114401542911e-06
5,"mcmaster",1.48018606561292e-06
6,"mcmaster",0.000114466188306671
7,"mcmaster",5.70619272877862e-06
8,"mcmaster",4.6937064096214e-07
9,"mcmaster",0.00314928275854731
10,"mcmaster",5.66004550953992e-07
11,"mcmaster",1.3376098138747e-06
12,"mcmaster",4.65047805453936e-07
13,"mcmaster",2.13260251185978e-06
14,"mcmaster",4.56970202839316e-06
15,"mcmaster",4.51891724718278e-06
16,"mcmaster",1.38355696769953e-07
17,"mcmaster",8.38447712957839e-06
18,"mcmaster",6.3839092810003e-07
19,"mcmaster",6.94329698506676e-06
20,"mcmaster",1.72319742826799e-06
21,"mcmaster",1.02879018804852e-06
22,"mcmaster",1.24190281142366e-06
23,"mcmaster",1.16726121628867e-06
24,"mcmaster",0.00372121157049226
25,"mcmaster",5.86978236046517e-08
26,"mcmaster",1.94854538206881e-08
27,"mcmaster",1.72823664907749e-06
28,"mcmaster",2.37721462989164e-06
29,"mcmaster",2.115061147655e-07
30,"mcmaster",5.80756068181126e-06
1,"medicaid",3.14125730050495e-11
2,"medicaid",2.89702648606005e-10
3,"medicaid",5.24364990858428e-12
4,"medicaid",1.53739087424379e-10
5,"medicaid",8.12800240522262e-10
6,"medicaid",1.65772259841814e-10
7,"medicaid",1.71946451352194e-10
8,"medicaid",8.13946232451247e-11
9,"medicaid",1.04794819142794e-09
10,"medicaid",1.09146049431191e-10
11,"medicaid",3.00653550195234e-11
12,"medicaid",1.10490570012244e-09
13,"medicaid",1.53377367912889e-11
14,"medicaid",1.47118281488043e-10
15,"medicaid",2.44275783709146e-11
16,"medicaid",2.92717649170223e-11
17,"medicaid",5.93856564501292e-11
18,"medicaid",3.07125030266664e-11
19,"medicaid",0.0143745353580107
20,"medicaid",1.4909734869405e-12
21,"medicaid",1.29481329800773e-10
22,"medicaid",4.84667153324453e-11
23,"medicaid",1.95935437473027e-10
24,"medicaid",1.1040425137814e-11
25,"medicaid",6.40511287568952e-13
26,"medicaid",2.09563507356478e-12
27,"medicaid",5.16880311489738e-11
28,"medicaid",5.7085992992488e-11
29,"medicaid",1.26976740104018e-11
30,"medicaid",5.07626287580464e-10
1,"medium",0.000180395591297076
2,"medium",0.000375498584430432
3,"medium",0.000121173534389676
4,"medium",0.00155414371736352
5,"medium",6.97894025507086e-05
6,"medium",2.30217247812464e-05
7,"medium",2.90868858815664e-06
8,"medium",0.00013668703897602
9,"medium",0.00016166961660664
10,"medium",1.48032392516966e-05
11,"medium",0.0379144672441879
12,"medium",2.75239331893982e-05
13,"medium",6.66099829729976e-05
14,"medium",0.000146016068664201
15,"medium",6.5796136917313e-05
16,"medium",0.000194562676550003
17,"medium",9.07923571145463e-05
18,"medium",3.62404517306384e-05
19,"medium",0.000223746072530595
20,"medium",0.00609352271795375
21,"medium",0.000905035216894578
22,"medium",0.000342066521034358
23,"medium",0.0010977067816613
24,"medium",4.95436134839235e-05
25,"medium",1.97221882021749e-06
26,"medium",1.25938095897893e-05
27,"medium",0.000406882590079247
28,"medium",8.18174256903642e-06
29,"medium",0.000574925595748939
30,"medium",0.00217524956116012
1,"meet",0.0007672566385916
2,"meet",0.000752665436607953
3,"meet",0.00471921879670513
4,"meet",0.000270812829249097
5,"meet",0.000411887226678026
6,"meet",0.00163322671926637
7,"meet",0.00557295064875286
8,"meet",0.000797154673747797
9,"meet",0.000567928018531412
10,"meet",0.00266828334720786
11,"meet",0.00995804597233982
12,"meet",0.000493155973444884
13,"meet",0.00124187031665935
14,"meet",0.00128556222105686
15,"meet",0.000346032465096242
16,"meet",0.00712308562337974
17,"meet",0.000944592819639844
18,"meet",0.000694187357195929
19,"meet",0.000540383321242866
20,"meet",8.26127807413614e-06
21,"meet",0.00251572576500171
22,"meet",0.000308254854876493
23,"meet",0.00102164429138263
24,"meet",6.51695850979529e-05
25,"meet",0.0903594925132061
26,"meet",2.25211059397751e-05
27,"meet",0.00189788613835391
28,"meet",0.000649795963111044
29,"meet",0.00318542934064498
30,"meet",0.000584491841997576
1,"megyn",1.28580366127480e-11
2,"megyn",3.4434488365858e-13
3,"megyn",2.9132110960808e-12
4,"megyn",1.3812416942917e-12
5,"megyn",7.933195048934e-13
6,"megyn",2.42230231749247e-13
7,"megyn",1.68040932906826e-12
8,"megyn",2.31638039345902e-12
9,"megyn",2.27091221964227e-13
10,"megyn",4.99861697517145e-12
11,"megyn",3.626382842155e-14
12,"megyn",2.76764728456133e-13
13,"megyn",2.51719567695952e-12
14,"megyn",8.66280789302861e-11
15,"megyn",2.42047919621585e-13
16,"megyn",6.00246262180931e-13
17,"megyn",7.84130901076012e-14
18,"megyn",1.2896534377396e-13
19,"megyn",9.08908787060462e-13
20,"megyn",7.22601314675006e-13
21,"megyn",0.00303655701576432
22,"megyn",4.11174785194185e-13
23,"megyn",2.59303362733156e-13
24,"megyn",1.35883958964905e-13
25,"megyn",2.36028753371293e-14
26,"megyn",4.21828195340053e-13
27,"megyn",4.42350140849788e-13
28,"megyn",1.76680968403627e-13
29,"megyn",9.67041698300383e-14
30,"megyn",1.09165379060604e-12
1,"melissa",7.42016666107038e-07
2,"melissa",8.46099769315768e-07
3,"melissa",0.00240686791238199
4,"melissa",6.05104422985752e-06
5,"melissa",8.23978737567987e-06
6,"melissa",9.52673940439427e-06
7,"melissa",4.46767611777482e-06
8,"melissa",1.81919998511843e-06
9,"melissa",2.33375882164438e-06
10,"melissa",8.72230877739799e-06
11,"melissa",3.11368687133285e-07
12,"melissa",6.32962903423775e-08
13,"melissa",6.91982066387536e-07
14,"melissa",4.02944691871197e-07
15,"melissa",1.02721744104e-05
16,"melissa",1.51830024533512e-07
17,"melissa",3.64136816515713e-07
18,"melissa",3.507590670432e-06
19,"melissa",1.76314527857238e-06
20,"melissa",7.04003218172356e-07
21,"melissa",1.97780565396022e-06
22,"melissa",1.91833861254859e-06
23,"melissa",4.7852851684165e-05
24,"melissa",8.56538791639585e-07
25,"melissa",2.46731146977049e-08
26,"melissa",0.000112786071154044
27,"melissa",1.20217689576766e-06
28,"melissa",1.03100618482678e-05
29,"melissa",1.43309190610827e-06
30,"melissa",4.05282213078537e-05
1,"memo",1.22899186719339e-10
2,"memo",2.02230548008952e-09
3,"memo",1.06563117332824e-08
4,"memo",9.35517189279674e-11
5,"memo",5.88642497864978e-09
6,"memo",5.12322012009607e-09
7,"memo",2.87761839557963e-09
8,"memo",0.0100866453991189
9,"memo",8.91964594216079e-10
10,"memo",2.64923283117264e-09
11,"memo",5.2201091425573e-08
12,"memo",6.14873103538902e-09
13,"memo",2.7317180299737e-09
14,"memo",1.83652856039245e-09
15,"memo",4.02979873919724e-09
16,"memo",1.72747989777872e-09
17,"memo",3.08790895019182e-08
18,"memo",3.35543097002876e-09
19,"memo",9.91858812137959e-07
20,"memo",7.54682580483757e-09
21,"memo",1.95375268791699e-08
22,"memo",3.75036725492037e-10
23,"memo",1.82137858517707e-09
24,"memo",7.16268030923362e-09
25,"memo",3.08423538749085e-11
26,"memo",1.91285081325701e-10
27,"memo",2.50730541598715e-09
28,"memo",1.73090517803544e-09
29,"memo",3.91521259140129e-08
30,"memo",2.64231077638935e-09
1,"mental",1.12159469274697e-10
2,"mental",1.78679325039725e-09
3,"mental",1.82326763243235e-09
4,"mental",3.17800260285994e-09
5,"mental",3.35437690054602e-11
6,"mental",1.0760214835843e-09
7,"mental",2.55742333409498e-09
8,"mental",8.33781021890806e-09
9,"mental",6.20858303751641e-10
10,"mental",9.07683907202371e-10
11,"mental",1.17992618976902e-09
12,"mental",5.41989277064669e-10
13,"mental",3.44628648774914e-09
14,"mental",2.45670858156951e-09
15,"mental",1.82751620143306e-09
16,"mental",8.53639123711622e-09
17,"mental",2.65387946412595e-09
18,"mental",8.16003220098851e-08
19,"mental",1.35012839649369e-07
20,"mental",5.80234790119731e-12
21,"mental",2.46725500920726e-09
22,"mental",1.74940998789444e-09
23,"mental",1.46183601885149e-09
24,"mental",6.99428110468704e-10
25,"mental",1.84365189263085e-11
26,"mental",1.96110257755185e-10
27,"mental",7.98650382673858e-09
28,"mental",1.44164052197847e-09
29,"mental",0.00769981854732149
30,"mental",5.18495944188005e-09
1,"merrick",5.63529362116315e-10
2,"merrick",6.44807433241067e-08
3,"merrick",2.60606097073231e-10
4,"merrick",2.09509295066075e-09
5,"merrick",1.13375806881189e-09
6,"merrick",2.42661941621799e-09
7,"merrick",1.75076693851658e-09
8,"merrick",2.23453612765457e-09
9,"merrick",1.00846905052102e-09
10,"merrick",3.67322497619141e-09
11,"merrick",9.71561450289975e-10
12,"merrick",8.36073979881548e-09
13,"merrick",8.16156919762874e-09
14,"merrick",3.14840740172812e-09
15,"merrick",1.00873106235547e-09
16,"merrick",2.63376520756734e-10
17,"merrick",3.88818702604041e-09
18,"merrick",1.75734446444897e-09
19,"merrick",4.38720430000603e-10
20,"merrick",1.10225516920747e-11
21,"merrick",3.68682970108797e-10
22,"merrick",0.00336938653306804
23,"merrick",9.19958847945169e-11
24,"merrick",8.54018335283181e-10
25,"merrick",6.47089479741717e-10
26,"merrick",3.39931425060457e-10
27,"merrick",8.26958268820983e-10
28,"merrick",4.05338932710734e-09
29,"merrick",1.03500091373896e-08
30,"merrick",5.3778941456754e-09
1,"message",7.68019453230114e-06
2,"message",0.00151905736902494
3,"message",0.0010908334041996
4,"message",1.67374800768661e-05
5,"message",8.0521181584681e-05
6,"message",0.000127057606735524
7,"message",3.82537955652942e-05
8,"message",5.50000659674942e-05
9,"message",8.33535015062103e-06
10,"message",0.000679761326872171
11,"message",7.64477360506302e-06
12,"message",7.22799665982583e-06
13,"message",4.3271932727867e-05
14,"message",7.26493785563187e-06
15,"message",0.00031944702588937
16,"message",4.83614415757116e-07
17,"message",0.00105166328426705
18,"message",0.000125544505230379
19,"message",0.000116255297767959
20,"message",0.000469364850590006
21,"message",4.54102958702149e-05
22,"message",5.8519863848069e-05
23,"message",0.00019742500386853
24,"message",1.90277898689034e-05
25,"message",9.86628094263854e-07
26,"message",1.4021159978185e-05
27,"message",9.58650065809603e-06
28,"message",3.1941974499855e-05
29,"message",0.000172091496012026
30,"message",8.30900967890221e-05
1,"michael",4.44671144593018e-07
2,"michael",9.12600677876294e-07
3,"michael",1.49478367332032e-08
4,"michael",3.07994668136187e-07
5,"michael",2.48766692036637e-07
6,"michael",3.69935625881911e-07
7,"michael",2.21412850311438e-06
8,"michael",1.36123838918292e-07
9,"michael",2.24223222442986e-06
10,"michael",0.0226078215010293
11,"michael",4.56691078067385e-06
12,"michael",2.63429232633541e-07
13,"michael",1.54058562356679e-07
14,"michael",1.99907554299477e-06
15,"michael",2.52184884038275e-07
16,"michael",1.54441324531776e-06
17,"michael",3.32814637277315e-07
18,"michael",1.79773712448178e-06
19,"michael",1.50505208740114e-06
20,"michael",2.50879676099743e-08
21,"michael",2.08681741793529e-06
22,"michael",1.28912112090758e-06
23,"michael",4.16090356335291e-06
24,"michael",6.41097857907427e-08
25,"michael",1.45815669305319e-08
26,"michael",6.06966927488387e-08
27,"michael",3.83651570783473e-06
28,"michael",5.97707991462969e-07
29,"michael",1.22570469506798e-05
30,"michael",1.21264037716352e-06
1,"michigan",1.70778010134236e-06
2,"michigan",4.85957610128222e-06
3,"michigan",0.00395201230267388
4,"michigan",2.92277908938786e-05
5,"michigan",2.00222666952271e-05
6,"michigan",6.38400951560499e-05
7,"michigan",9.78717270588979e-06
8,"michigan",6.6086665750273e-06
9,"michigan",2.13415213396962e-06
10,"michigan",3.19777573228506e-05
11,"michigan",4.30793076608749e-06
12,"michigan",5.29845397751462e-06
13,"michigan",1.62775776206538e-06
14,"michigan",2.33250425533116e-05
15,"michigan",8.75838197870098e-06
16,"michigan",6.81831617756651e-06
17,"michigan",1.06578234228148e-05
18,"michigan",0.000241223668300974
19,"michigan",2.028753208305e-05
20,"michigan",3.9247502206544e-06
21,"michigan",1.62742716435343e-05
22,"michigan",3.62769535475807e-05
23,"michigan",3.95475195888879e-05
24,"michigan",8.17303442878154e-06
25,"michigan",1.20223742489348e-07
26,"michigan",0.00010046526594648
27,"michigan",1.06471458041853e-05
28,"michigan",1.81179921639276e-06
29,"michigan",4.04162672008077e-05
30,"michigan",5.05392797595055e-06
1,"mick",4.5256579511221e-11
2,"mick",1.06367434463249e-10
3,"mick",1.37391351399212e-10
4,"mick",2.47190109109412e-11
5,"mick",1.02783692585167e-10
6,"mick",1.64909811815759e-10
7,"mick",1.17293109720088e-10
8,"mick",7.23108101035568e-11
9,"mick",2.96527121250403e-10
10,"mick",5.36759027545232e-11
11,"mick",2.84499785065647e-11
12,"mick",1.38042192770979e-11
13,"mick",3.67949524768971e-11
14,"mick",4.92927714342634e-11
15,"mick",1.8602122309598e-10
16,"mick",3.34090130698782e-11
17,"mick",4.185852365734e-11
18,"mick",1.76567015256244e-11
19,"mick",7.39702490521593e-11
20,"mick",1.1188445511747e-10
21,"mick",4.55641227383469e-11
22,"mick",5.0590035573146e-11
23,"mick",8.38579571158924e-12
24,"mick",1.80282324317585e-11
25,"mick",1.41778649040294e-12
26,"mick",1.40870597859811e-11
27,"mick",4.9721096163834e-11
28,"mick",6.33008205783838e-11
29,"mick",0.0123871102094626
30,"mick",1.08145586290124e-10
